donor_id,similarity_score,matched_at,source_cluster,model_version
c07b6f10-0a74-4c9e-bb28-a0a69f8bd1d1,0.9999999617863867,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
64658650-5d37-43db-90ea-04abd528aeee,0.9999999614686829,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
f5bf843a-bb35-49f9-9bb0-ed1e4ae6bb7d,0.9999999599072805,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
9cac4a37-d8b0-458b-8aad-b2598385d3e3,0.9999999592631299,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
017dafb9-2614-4e69-a87d-4444a55e83c9,0.9999999587581692,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
2714ce02-d9ad-4c76-b327-9b86362984f1,0.9999999585807466,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
4ef45869-4153-4e60-85d9-f53563b14c2d,0.9999999582454796,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
ad5e575d-6f07-4c9e-a45e-68ba7f35be0d,0.9999999580758115,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
077c848e-21dd-4f42-9209-bb7bf309722c,0.9999999573970212,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
eac0337c-0285-4b7b-85e2-4c0bf6db1dce,0.9999999573270526,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
453f42c0-c359-449d-bd34-f7b704f775f2,0.9999999570605526,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
5cdd19df-9a02-4034-866f-f61249e4f911,0.9999999563076782,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
0f868f00-a2cc-44ac-a685-1b44c46d0644,0.9999999552925295,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
eb87508b-f4b7-471c-a18d-013d8779f1a9,0.9999999544033668,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
8b261ea0-c361-4193-8541-0b50268d2136,0.9999999541896282,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
0cd47a3a-4503-45bb-802c-b111b43cb890,0.9999999538340277,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
85cec75e-6d78-41b8-9ffd-de0be4afd8fa,0.9999999528334446,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
5151e715-226a-45f6-99cf-6ef6fe3b2dbc,0.9999999526639076,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
74bcb8f5-9631-48f6-9837-e94b83c90594,0.9999999526185106,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
6807ee2f-e481-475d-9e34-7a940a273fa4,0.9999999525319689,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
082ff939-d3a4-4410-b531-56ee76bdf63c,0.9999999520290952,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
c8cff5a9-b882-4a19-8f8b-aadf5286496b,0.9999999515152138,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
aefd6b1e-55bf-4eaf-a289-daaa87706670,0.9999999510718985,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
71e79106-87b1-49b9-8735-78e565a3520f,0.9999999509357087,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
604dc94b-2c0d-4310-a30b-26a06f8e7bab,0.999999949840456,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
e1270a63-46e8-4e6c-89d0-b0658a875af5,0.9999999494446542,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
996c3bf5-0985-4cf2-a122-a2cddc621774,0.9999999489351803,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
14895d8c-588d-48b0-b438-1fd4d8ca5a55,0.9999999488180898,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
721d044b-385b-4fd3-badb-14b4d016aaf9,0.9999999485927408,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
70e4a70d-9c73-4cd1-8bb9-88217c4b214e,0.9999999480702422,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
5a6af3e9-c8bf-4b65-b599-3b3f4e2791e8,0.9999999477862364,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
8e4da1bc-5b6d-4e27-b867-6405bafa1a6a,0.9999999476075968,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
a77c6909-50e7-4309-bfd6-103f5b5e7fd0,0.9999999471252611,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
f0e70f75-05b8-4d51-a524-5391e78d8445,0.999999946942138,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
05d13956-e1a5-4ff8-9204-2af2f626d2e7,0.9999999466828707,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
309eca59-e538-4576-8b88-90a8de6b20b2,0.9999999454335103,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
6c1b7af1-d7c8-480e-9e0d-7a7c4e37c62e,0.9999999454170712,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
48a211bd-0cad-48b3-9571-d400234457cf,0.9999999449709092,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
c821bbf2-c10e-470f-a7aa-f1f69b2e3a7c,0.9999999449102522,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
c6fd010e-42bf-4835-9651-d52379fc9ffe,0.999999944605542,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
a0a22061-b48a-4383-83f4-540792c88a60,0.9999999442936937,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
a1324167-56ea-41a4-9a19-053bdb057d12,0.9999999441968154,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
bb474d83-e0bf-4b9d-8be1-a581e6a4b6ec,0.9999999439158718,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
6994e448-67f5-4eae-8eaf-ad58dc3400d5,0.9999999432143274,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
024e3509-a54b-49b7-a351-3dc54163aa52,0.9999999420047166,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
18982ba5-26b5-4a7b-a589-18d90a80c9b6,0.9999999393470395,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
c00c535b-18c1-40e9-a77d-7328adedd9e9,0.9999999393168053,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
8194f57a-0884-4f34-89e8-a285644d8cf9,0.999999929164373,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
c46770fa-5748-4e2a-bd83-c325ed7000aa,0.9999999289569907,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
7743f1e2-785c-459a-b882-78f5dc9e7979,0.9999999274612965,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
298b7709-cb1f-4587-bbf5-c3ff5b49d77e,0.9999999257735118,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
bda8a225-e102-45b3-8e95-8ac1288f3d4a,0.9999999256046568,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
159a4c36-ef09-4bdc-a5da-c099e220e152,0.9999999235167795,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
ec7c6f18-5e97-4fb1-baa9-fec7bbfb696f,0.9999999227736209,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
0cbf2c03-c632-4ff5-ae37-e46ea7a2be7c,0.9999999194196757,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
a129aee6-965b-468f-9f85-920f5a1dfd5b,0.9999999161097128,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
1c5b3091-2d0b-4727-82c4-c8020eb48431,0.9999999158381485,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
4666405a-fe75-4c62-9a20-b17f3718b7a5,0.9999999144725918,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
b1699772-2c7f-43ad-a043-9f8582432dca,0.9999999046964244,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
0609ae86-5c1f-41fd-acb5-2ddcd9efd0e1,0.9999998996981364,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
9cf3ed5b-f19a-48c1-b660-4a26f38ed72e,0.9999998977983492,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
f7f3997f-dd96-4f4c-9c8e-7e8895b313ef,0.9999998964739273,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
c6c0c2b8-8ce4-4ea7-9f10-2410eb7bd26e,0.9999998963505615,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
e9ad1911-62f8-4c6d-b8d6-c135e8f1d75a,0.9999998927392543,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
78d798ae-5fc8-4bad-a4a1-80e47835ec09,0.9999998864600887,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
ace75e42-e95b-4beb-9c5b-562d134c9309,0.9999998827403243,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
1207e494-171a-43c8-ab47-25e2a7c147b8,0.9999998247299906,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
294d3756-5571-4a92-8bdf-94f3678d862c,0.9999998107075502,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
ab4fa334-9949-4f77-af06-2abe1fd4dc34,0.9999998098000058,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
3d2c44fe-4d3c-49ce-8474-b55b87d31a55,0.9999997759618224,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
e142d90a-f7f1-4930-a795-29f67c58c6d8,0.9999997753000476,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
ebebbe6e-2fd4-4972-9d08-c0c387286725,0.9999997743243819,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
4b4f894c-905d-41e7-878b-1a9e84237dc9,0.9999997743060045,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
d9d52c4b-546c-4ae7-95d5-112d3cd0e401,0.999999773549424,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
67dbf18a-fc63-46b2-853c-8ef32f603305,0.9999997734614446,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
4e1d9c44-53d8-4f66-8231-f4d483beb40b,0.9999997729994363,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
786ffa59-f8e2-4497-aecc-0a520daf30fb,0.9999997724673028,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
6f1b4cd3-b9d7-43e7-92ff-5667b28da6f3,0.999999771856607,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
642e1fd5-523b-4ed1-8d60-05cb21eb580f,0.9999997718431051,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
00cba771-fb33-4590-a41e-b4140ec0c527,0.9999997717259106,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
ac7322df-4b47-4af3-ab37-7b304310ab48,0.999999771625002,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
805c1ee8-d582-4aff-af64-35e837af444d,0.9999997715272907,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
2bab1007-ad4b-4ae7-83b1-5d4cab2460d0,0.9999997715157956,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
fe61ad2d-1e45-4257-b8a2-82f3c064fd4f,0.9999997715104235,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
19c49bbc-c908-44cc-bff7-b389cc883a4a,0.9999997714960103,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
da889cb8-2fc0-46c5-823a-041505807704,0.9999997714449792,2025-09-24T15:10:58.593065Z,3,v1-metrics-only
