influencer_id,pagerank_score,betweenness_score,total_score
f052624c-43e0-4088-b84d-a3b7ec01dc54,0.0011771312687313483,0.0,0.0008239918881119437
d08250b4-b3d9-4846-9aef-459af3cb1135,0.002178036559654952,0.0,0.0015246255917584664
a1324167-56ea-41a4-9a19-053bdb057d12,0.0011771312687313483,0.0,0.0008239918881119437
e61a672e-5a6e-4971-a8a7-a0b7e4c10a38,0.0012772217978237086,0.0,0.000894055258476596
bf4a42d5-8e88-4728-a99e-aeefc91ea28a,0.0013439488172186157,0.0,0.0009407641720530309
f0ecbee4-58b9-416c-bad3-7d699e4f9b65,0.0017190006848520581,0.0,0.0012033004793964405
a4377ce2-d3f7-4f95-85a0-ba47640ce0e6,0.0013439488172186157,0.0,0.0009407641720530309
9f36f66d-dad0-4f0c-bc47-646917720a2d,0.001444039346310976,0.0,0.0010108275424176832
3fd5da33-92af-46c6-a4e8-4d9b76079863,0.0013773123269160692,9.004506755631194e-06,0.0009668199808679378
2d9a78c4-6526-4d43-b065-62614cdd999f,0.0014022716937702236,0.0,0.0009815901856391565
19b5c6a3-a4b3-4719-9e86-ce8247452e4e,0.001827941355835885,0.0,0.0012795589490851194
e1d3536e-2db5-42e1-922f-c6b4ad8484d6,0.0015373559487935485,0.0,0.001076149164155484
50003772-4cf8-4853-b962-518ac259506f,0.0014022716937702236,0.0,0.0009815901856391565
80fa98e4-cc39-45dc-b441-530db0b5b105,0.0011771312687313483,0.0,0.0008239918881119437
0fbca3ed-44d3-44eb-92ea-afee99477576,0.002178036559654952,2.2511266889077984e-06,0.0015253009297651386
3292cb01-0f37-45fa-87c5-c4077a323754,0.0011771312687313483,0.0,0.0008239918881119437
14aa0462-7a4a-44ce-8aa8-929039c42b50,0.0030529715938922104,0.0,0.002137080115724547
687e95e6-db48-4bab-b82f-db95f54f9500,0.0014631042089952352,0.0,0.0010241729462966646
a5007a50-6ff0-492c-8811-bfb2979e6944,0.0013201177388632917,0.0,0.0009240824172043041
f4fae78e-c1da-45eb-9dbb-b82747ab2ed2,0.001522681904883545,0.0,0.0010658773334184814
23b0d32b-f83d-474b-8315-2f9935e246df,0.002178036559654952,6.753380066723395e-06,0.0015266516057784833
4a881899-37f1-430c-93fb-b40ad86c5965,0.0024863748742076754,0.0,0.0017404624119453727
a45aa294-65f2-4a46-95fe-7383c8eb35a0,0.0019993667742052765,0.0,0.0013995567419436935
c88b5fdd-4fa9-4821-a021-a9a305ae1056,0.0021968589232981167,0.0,0.0015378012463086817
72f246cf-48f3-4013-aeb2-e3636ccebf6a,0.0018126134768728546,6.753380066723395e-06,0.001270855447831015
5ab17456-cc3d-456c-85a4-012e9d2ed334,0.0011771312687313483,0.0,0.0008239918881119437
ba3c1351-1299-4e46-b9cc-1c94b08ec5cd,0.001352289694642979,0.0,0.0009466027862500853
1200df2c-d983-4f3c-869c-b1968f83bf72,0.0013773123269160692,0.0,0.0009641186288412484
e1665060-8238-415b-8637-6f0a8ee0fdf4,0.001352289694642979,0.0,0.0009466027862500853
19e8ff80-c4dc-4bbc-a310-a044cc15730c,0.0014023349591891592,0.0,0.0009816344714324114
70415692-1554-4dfe-9446-aa68827a8b6e,0.0014023349591891592,0.0,0.0009816344714324114
f4686e78-cc16-4208-b09d-a41524ece694,0.0011771312687313483,0.0,0.0008239918881119437
e716d28f-b1d9-4e54-9107-6618a13ab5ca,0.0014273575914622494,0.0,0.0009991503140235746
e068b776-b700-4080-986d-1f25efed62c8,0.0014273575914622494,4.502253377815597e-06,0.0010005009900369193
24897e18-6ec4-475d-8193-38d46577b2a5,0.0016775839141931503,0.0,0.0011743087399352051
b06e9c18-2542-496f-a9ff-3cd3131a766f,0.0011771312687313483,0.0,0.0008239918881119437
72640ec6-a58a-4646-b46c-e2e72a162e7a,0.0014141877850027283,0.0,0.0009899314495019098
05772823-69a7-45c9-bd3a-beca07d3a481,0.0013088293333265593,0.0,0.0009161805333285915
8b82192d-a8ac-47b0-8255-94461330dc44,0.0013615085591646438,0.0,0.0009530559914152506
